Date,Time,Location,Class Name,Teacher,Fee,Limit,Length,Subject
8/19 (Fr) ,9:00 AM,AS08 ,Celtic Embroidery: Viking Influence ,Gerald of Ipsley ,0,0,2,Fiber Arts: Embroidery 
8/19 (Fr) ,9:00 AM,AS09 ,East Kingdom Herbalists Guild Meeting ,Jadwiga Zajaczkowa ,0,0,2,Herbs and Gardens 
8/19 (Fr) ,9:00 AM,Private Camp ,Performers Warm Ups ,Judith the Uncertain ,0,0,0.5,Performing Arts 
8/19 (Fr) ,9:00 AM,Thrown Weapons ,Thrown Weapons Marshall-in-Training Class 3: Test ,Thrown Weapons Instructors ,0,0,2,Thrown Weapons 
8/19 (Fr) ,9:30 AM,Private Camp ,Performers' Directing Session ,Henry Best ,0,0,1,Performing Arts 
8/19 (Fr) ,9:30 AM,Thrown Weapons ,Beginning Thrown Weapons ,Thrown Weapons Instructors ,0,25,1.5,Thrown Weapons 
8/19 (Fr) ,10:00 AM,AS04 ,Costumes from Pieter Breugel the Elder: Men's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,10:00 AM,AS06 ,Indian Costume for Beginners ,Meenakshi da Gama ,0,0,2,Clothing: Indian 
8/19 (Fr) ,10:00 AM,AS07 ,Curvilinear Blackwork ,Brynn nic Neachdainn , , ,1,Fiber Arts: Embroidery 
8/19 (Fr) ,10:00 AM,AS11 ,AHA CPR for the Health Care Provider ,Chirurgeonate Instructors ,40,12,8,Health and Safety 
8/19 (Fr) ,10:00 AM,AS13 ,Wire Weaving ,Betha ,1,10,2,Metalwork 
8/19 (Fr) ,10:00 AM,Dance ,Canary Variations ,Lowrie Leulyn ,0,0,2,Dance: European 
8/19 (Fr) ,10:00 AM,Gaming ,Fanarona ,Istvan Nyiregyhazi ,0,0,1,Gaming 
8/19 (Fr) ,10:00 AM,Middle Eastern ,Beginner Tribal Belly Dance ,Blue Lotus Tribe ,0,0,2,Dance: Middle Eastern 
8/19 (Fr) ,10:00 AM,Orluk Oasis ,Energetic South Indian Dance ,Lakshmi Amman ,0,0,1,Dance: Asian 
8/19 (Fr) ,10:00 AM,Private Camp ,Advanced Scribal Tract 5 ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/19 (Fr) ,11:00 AM,AS04 ,Costumes from Pieter Breugel the Elder: Children's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,11:00 AM,Private Camp ,Coxcomb Final Rehearsal ,Kuji Ka Onimusashi ,0,0,3,Performing Arts 
8/19 (Fr) ,11:00 AM,Thrown Weapons ,Advanced Thrown Weapons ,Thrown Weapons Instructors ,0,25,1.5,Thrown Weapons 
8/19 (Fr) ,12:00 PM,A&S Point ,Random Wandering Artists Guild ,Fred Blonder ,0,0,1,Events 
8/19 (Fr) ,12:00 PM,AS04 ,Costumes from Pieter Breugel the Elder: Women's Clothing ,Constance Fairfax ,0,0,1,Clothing: European 
8/19 (Fr) ,12:00 PM,AS08 ,Intro to Handspinning ,Nuala na Caoira ,3,15,1,Fiber Arts: Spinning 
8/19 (Fr) ,12:00 PM,AS09 ,Period Edges with 12 Bobbins or Less ,Katerine vander Brugghe ,8,12,6,Fiber Arts: Lace 
8/19 (Fr) ,12:00 PM,Dance ,Surely You Joust: Squilina ,Etienne de Clermont ,0,0,1,Dance: European 
8/19 (Fr) ,12:00 PM,Private Camp ,Black Hours ,Gianna ,2,100,2,Scribal Arts 
8/19 (Fr) ,1:00 PM,AS07 ,Spinning Flax with Spindle and Distaff ,AnneLiese Wolkenhaar ,2.5,10,2,Fiber Arts: Spinning 
8/19 (Fr) ,1:00 PM,AS08 ,SCA Herbalists Roundtable ,Jadwiga Zajaczkowa ,0,0,2,Herbs and Gardens 
8/19 (Fr) ,1:00 PM,Dance ,Surely You Joust: Torneo Amoroso ,Etienne de Clermont ,0,0,1,Dance: European 
8/19 (Fr) ,1:00 PM,Gaming ,Nine and Twelve Mens Morris ,Yasha Evancavich ,0,0,1,Gaming 
8/19 (Fr) ,1:00 PM,Middle Eastern ,Graceful Arms and Torso ,Neefa bint Durr ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,1:00 PM,Thrown Weapons ,Known World Thrown Weapons Marshalls Meeting: Closing ,Thrown Weapons Instructors ,0,0,1.5,Meetings 
8/19 (Fr) ,2:00 PM,Dance ,Dance Floor Disassembly ,Adele Desfontaines ,0,0,3,Dance: European 
8/19 (Fr) ,2:00 PM,Middle Eastern ,History of Islamic Dance ,Chengir Abu ben Said ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,2:00 PM,Theater ,Coxcomb Academy Graduation Show ,Matthew Christopher ,0,0,2,Performing Arts 
8/19 (Fr) ,3:00 PM,Gaming ,Introduction to the Game of Tarot ,Marietta da Firenze ,0,0,1,Gaming 
8/19 (Fr) ,3:00 PM,Middle Eastern ,Hand Techniques for Middle Eastern Dance ,Zimra al-Ghaziyah ,0,0,1,Dance: Middle Eastern 
8/19 (Fr) ,3:00 PM,Private Camp ,Beginner Scribal Tract: Celtic - Painting the Celtic Scroll ,Aethelmearc Scribes ,40,10,2,Scribal Arts 
8/19 (Fr) ,4:00 PM,Orluk Oasis ,Melody Jam ,Zahira ,0,0,1.5,Dance: Middle Eastern 
8/19 (Fr) ,4:00 PM,Theater ,Coxcomb Cleanup ,John of Southkeep ,0,0,1,Performing Arts 
8/19 (Fr) ,5:00 PM,AS10 ,Meeting - Chirurgeon Staff ,Chirurgeonate Instructors ,0,0,3,Meetings 
8/19 (Fr) ,5:00 PM,Private Camp ,Coxcomb Closing Roundtable ,Matthew Christopher ,0,0,1,Performing Arts 
8/19 (Fr) ,6:00 PM,AS01,Bardic Master Class Series: History of the SCA and Its Culture ,Garraed Galbraith ,0,0,3,Bardic Arts 
8/19 (Fr) ,6:00 PM,Private Camp ,Coxcomb Graduation Party ,Henry Best ,0,0,1,Performing Arts 
8/19 (Fr) ,7:00 PM,Middle Eastern ,Kama Sutra for Couples ,Mungala El Erat Jindaam ,0,0,2,Health and Safety 
8/19 (Fr) ,9:00 PM,Barn ,Evening Dance ,Pennsic Dance Staff ,0,0,3,Dance: European 
